Flap Position,Flap Angle,alpha,CL,Cm,CD,CL/CD,dCm/dalpha,Static Margin,Cm<0,dCm/da<0,SM>0,All Stable
0.0,10,1.8,0.7196,-0.8182,0.03897,18.465,-0.06621,0.4095,True,True,True,True
0.65,10,2.9,0.8221,-0.9279,0.04452,18.465,-0.08004,3.9186,True,True,True,True
0.65,10,1.1,0.6137,-0.8332,0.03324,18.463,-0.00541,0.075,True,True,True,True
0.65,10,0.0,0.5086,-0.763,0.02755,18.459,-0.02971,12.8939,True,True,True,True
0.65,10,0.7,0.5607,-0.7954,0.03038,18.454,-0.05824,0.453,True,True,True,True
0.75,10,3.5,0.8509,-0.7965,0.04612,18.449,-0.05089,2.636,True,True,True,True
0.0,10,-0.2,0.5052,-0.751,0.02739,18.442,-0.10374,0.5112,True,True,True,True
0.65,10,0.3,0.5182,-0.7796,0.02811,18.436,-0.05073,0.3204,True,True,True,True
0.0,10,0.1,0.5044,-0.7577,0.02737,18.432,-0.03901,5.2555,True,True,True,True
0.0,10,0.3,0.5149,-0.7651,0.02794,18.429,-0.03487,0.2027,True,True,True,True
0.65,10,-0.7,0.4565,-0.696,0.02478,18.423,-0.00866,0.0291,True,True,True,True
0.65,8,3.7,0.859,-0.7912,0.04664,18.419,-0.0909,0.3469,True,True,True,True
0.65,4,-1.1,0.2893,-0.0712,0.01571,18.419,-0.05109,7.5451,True,True,True,True
0.75,6,6.2,1.0561,-0.6207,0.05734,18.419,-0.06489,0.2938,True,True,True,True
0.65,8,4.3,0.9395,-0.8039,0.05102,18.415,-0.06037,0.3927,True,True,True,True
0.65,10,0.2,0.5106,-0.7706,0.02774,18.41,-0.05351,1.2358,True,True,True,True
0.75,8,5.2,0.9823,-0.7209,0.05337,18.407,-0.02202,0.075,True,True,True,True
0.0,6,5.5,0.9935,-0.6866,0.05398,18.404,-0.13746,1.7158,True,True,True,True
0.0,10,0.4,0.5399,-0.7663,0.02934,18.402,-0.07597,0.342,True,True,True,True
0.75,6,6.1,1.0548,-0.6175,0.05733,18.399,-0.02451,0.5335,True,True,True,True
0.65,4,-1.0,0.2894,-0.0733,0.01573,18.397,-0.01037,37.967,True,True,True,True
0.65,10,1.0,0.6138,-0.8316,0.03336,18.396,-0.1418,1.1918,True,True,True,True
0.75,10,2.7,0.751,-0.7614,0.04084,18.387,-0.07979,0.3313,True,True,True,True
0.65,6,5.5,1.016,-0.6812,0.05525,18.387,-0.1288,1.3845,True,True,True,True
0.7,10,3.3,0.8624,-0.8884,0.04692,18.381,-0.02796,0.1153,True,True,True,True
0.75,6,5.8,1.0477,-0.5982,0.057,18.38,-0.11373,0.4962,True,True,True,True
0.0,6,5.4,0.9793,-0.6609,0.05329,18.378,-0.1282,1.8043,True,True,True,True
0.65,10,0.4,0.5423,-0.7807,0.02951,18.378,-0.07548,0.3469,True,True,True,True
0.7,4,-1.0,0.2858,-0.0554,0.01555,18.373,-0.04852,6.2038,True,True,True,True
0.0,6,5.3,0.9793,-0.6609,0.0533,18.373,-0.00401,0.0234,True,True,True,True
0.75,6,6.0,1.0469,-0.6158,0.05699,18.37,-0.0086,0.2316,True,True,True,True
0.65,4,-1.2,0.288,-0.0631,0.01569,18.36,-0.15535,0.5439,True,True,True,True
0.0,10,0.7,0.56,-0.7812,0.03051,18.355,-0.06297,0.4651,True,True,True,True
0.0,8,3.3,0.8324,-0.7627,0.04535,18.354,-0.02925,0.1128,True,True,True,True
0.7,4,-0.9,0.2858,-0.0575,0.01558,18.351,-0.00946,0.8978,True,True,True,True
0.65,10,1.5,0.6704,-0.8549,0.03654,18.348,-0.07748,6.458,True,True,True,True
0.0,8,4.2,0.9114,-0.7993,0.04968,18.346,-0.02001,0.1877,True,True,True,True
0.65,4,6.3,1.0796,-0.5289,0.05885,18.345,-0.0237,0.0995,True,True,True,True
0.0,10,0.2,0.5055,-0.7593,0.02756,18.339,-0.03717,0.7093,True,True,True,True
0.65,10,1.4,0.6712,-0.8368,0.03661,18.335,-0.10016,1.186,True,True,True,True
0.0,10,1.0,0.6135,-0.818,0.03346,18.335,-0.1346,1.1969,True,True,True,True
0.0,10,1.1,0.6135,-0.8188,0.03346,18.333,-0.0041,0.0559,True,True,True,True
0.7,10,-0.3,0.4585,-0.6877,0.02501,18.331,-0.08854,0.3499,True,True,True,True
0.65,4,6.7,1.0798,-0.5404,0.05892,18.328,-0.05938,0.2734,True,True,True,True
0.65,8,4.6,0.9481,-0.8145,0.05175,18.32,-0.0108,0.5691,True,True,True,True
0.65,8,4.5,0.9481,-0.8145,0.05176,18.317,-0.00018,0.0098,True,True,True,True
0.65,10,2.4,0.7698,-0.8867,0.04203,18.316,-0.17668,9.9264,True,True,True,True
0.7,10,3.0,0.8153,-0.8837,0.04452,18.313,-0.06651,3.9087,True,True,True,True
0.65,10,2.3,0.7697,-0.8867,0.04203,18.313,-0.00489,0.0373,True,True,True,True
0.7,10,-0.4,0.4475,-0.6838,0.02444,18.308,-0.06447,1.0109,True,True,True,True
0.65,6,5.6,1.0175,-0.6823,0.0556,18.3,-0.00804,1.0391,True,True,True,True
0.7,10,-0.5,0.4458,-0.6748,0.02437,18.296,-0.1847,18.0117,True,True,True,True
0.65,6,5.3,0.9989,-0.6565,0.05459,18.296,-0.00371,0.0186,True,True,True,True
0.65,6,5.4,0.9989,-0.6565,0.05459,18.296,-0.12331,1.443,True,True,True,True
0.0,6,5.6,0.9953,-0.6884,0.05447,18.274,-0.0118,1.2802,True,True,True,True
0.7,4,-1.1,0.2843,-0.0478,0.01555,18.274,-0.03961,3.3629,True,True,True,True
0.75,4,-0.8,0.2819,-0.0199,0.01543,18.262,-0.11148,0.4636,True,True,True,True
0.75,10,3.2,0.7966,-0.7843,0.04366,18.247,-0.01966,0.0802,True,True,True,True
0.7,4,-1.2,0.2834,-0.0475,0.01553,18.246,-0.11705,0.4226,True,True,True,True
0.7,10,3.4,0.8634,-0.892,0.04739,18.22,-0.10161,5.6943,True,True,True,True
0.0,4,6.7,1.0542,-0.5462,0.05788,18.215,-0.06217,0.2026,True,True,True,True
0.65,10,2.0,0.7222,-0.8875,0.03965,18.212,-0.0643,0.6373,True,True,True,True
0.0,8,4.4,0.9371,-0.813,0.05147,18.205,-0.05773,1.453,True,True,True,True
0.0,10,2.2,0.7358,-0.8794,0.04042,18.205,-0.01802,0.1601,True,True,True,True
0.7,8,-1.1,0.3518,-0.4236,0.01933,18.2,-0.1001,7.557,True,True,True,True
0.0,10,1.3,0.6578,-0.8206,0.03615,18.197,-0.01571,0.0759,True,True,True,True
0.0,10,1.5,0.6688,-0.8401,0.03676,18.196,-0.08848,6.2632,True,True,True,True
0.65,6,5.7,1.0175,-0.6828,0.05594,18.191,-0.02771,0.1253,True,True,True,True
0.75,10,3.6,0.8512,-0.798,0.0468,18.188,-0.00344,13.9125,True,True,True,True
0.65,10,1.3,0.6535,-0.8349,0.03593,18.187,-0.02068,0.0962,True,True,True,True
0.0,10,1.4,0.6696,-0.8219,0.03682,18.185,-0.09754,1.766,True,True,True,True
0.0,10,2.1,0.7346,-0.8794,0.04042,18.175,-0.01476,0.1823,True,True,True,True
0.75,10,3.9,0.9018,-0.8026,0.04964,18.168,-0.22936,25.7621,True,True,True,True
0.65,8,4.7,0.9519,-0.8167,0.0524,18.166,-0.00853,0.0443,True,True,True,True
0.0,6,5.7,0.9954,-0.6889,0.05481,18.162,-0.02629,0.1331,True,True,True,True
0.75,4,-0.9,0.2798,-0.0188,0.01542,18.145,-0.03174,1.7545,True,True,True,True
0.0,0,7.7,1.1401,-0.1891,0.06284,18.141,-0.08655,0.6953,True,True,True,True
0.0,2,7.7,1.1523,-0.3897,0.06352,18.141,-0.08754,0.5275,True,True,True,True
0.7,6,6.2,1.0609,-0.6781,0.05848,18.141,-0.03371,0.1702,True,True,True,True
0.7,10,3.5,0.866,-0.9087,0.04777,18.128,-0.08334,3.0775,True,True,True,True
0.0,0,7.3,1.1402,-0.1636,0.0629,18.126,-0.15498,0.5359,True,True,True,True
0.0,2,7.5,1.1525,-0.385,0.06358,18.126,-0.02351,148.1942,True,True,True,True
0.0,2,7.3,1.1523,-0.385,0.06358,18.123,-0.27405,0.94,True,True,True,True
0.7,8,5.2,1.0001,-0.7979,0.0552,18.117,-0.0336,0.1274,True,True,True,True
0.7,8,5.0,0.9854,-0.804,0.05439,18.116,-0.18172,2.3547,True,True,True,True
0.75,10,2.6,0.7454,-0.7574,0.04116,18.109,-0.02991,0.7671,True,True,True,True
0.0,8,4.3,0.932,-0.8015,0.05148,18.106,-0.0687,0.5338,True,True,True,True
0.7,6,6.1,1.0586,-0.6747,0.05847,18.105,-0.01698,1.5018,True,True,True,True
0.7,6,5.8,1.056,-0.6544,0.05837,18.091,-0.12718,0.5681,True,True,True,True
0.7,6,5.9,1.0558,-0.6748,0.05837,18.088,-0.10154,7.6941,True,True,True,True
0.0,4,6.3,1.0504,-0.535,0.05811,18.076,-0.03177,0.1027,True,True,True,True
0.7,8,4.9,0.9796,-0.7675,0.05421,18.07,-0.19946,6.4935,True,True,True,True
0.75,4,-1.0,0.2783,-0.0136,0.01542,18.042,-0.02627,3.4803,True,True,True,True
0.75,4,-1.1,0.2783,-0.0136,0.01542,18.042,-0.00208,0.3457,True,True,True,True
0.65,10,2.5,0.7733,-0.9221,0.04287,18.04,-0.15983,5.6003,True,True,True,True
0.0,8,3.7,0.8515,-0.7846,0.04724,18.025,-0.10171,0.3442,True,True,True,True
0.75,8,-1.0,0.3406,-0.3627,0.0189,18.019,-0.07674,3.6635,True,True,True,True
0.0,8,4.6,0.94,-0.813,0.05218,18.013,-0.02065,1.0962,True,True,True,True
0.65,8,-1.2,0.3579,-0.4635,0.01987,18.011,-0.13611,0.5116,True,True,True,True
0.75,8,-0.9,0.3483,-0.3907,0.01934,18.008,-0.136,3.5944,True,True,True,True
0.7,10,2.7,0.7696,-0.8576,0.04275,18.001,-0.07234,0.3,True,True,True,True
0.7,8,-1.0,0.3558,-0.4469,0.01977,17.995,-0.11508,4.7667,True,True,True,True
0.7,10,3.2,0.8149,-0.8865,0.0453,17.988,-0.02082,0.0884,True,True,True,True
0.75,4,-1.2,0.2771,-0.0132,0.01541,17.983,-0.104,0.3825,True,True,True,True
0.65,8,-1.1,0.3644,-0.491,0.02027,17.977,-0.12134,4.6594,True,True,True,True
0.0,4,7.2,1.1158,-0.5486,0.06209,17.971,-0.28013,0.9911,True,True,True,True
0.0,4,6.9,1.1158,-0.5486,0.06212,17.962,-0.00833,8.486,True,True,True,True
0.0,4,6.8,1.1156,-0.5469,0.06212,17.959,-0.01191,0.0387,True,True,True,True
0.0,10,2.0,0.7196,-0.8765,0.04009,17.948,-0.09927,1.3261,True,True,True,True
0.65,10,-0.3,0.4701,-0.7381,0.02619,17.946,-0.15232,0.5613,True,True,True,True
0.75,4,7.2,1.1243,-0.4955,0.06267,17.941,-0.24113,0.793,True,True,True,True
0.65,6,6.2,1.0674,-0.7082,0.05951,17.935,-0.0173,0.0875,True,True,True,True
0.75,4,6.9,1.1164,-0.4908,0.06226,17.932,-0.013,6.4817,True,True,True,True
0.75,4,6.8,1.1159,-0.4887,0.06223,17.932,-0.01322,0.06,True,True,True,True
0.75,4,7.1,1.1163,-0.4913,0.06226,17.928,-0.02113,0.5291,True,True,True,True
0.7,4,6.8,1.1198,-0.523,0.06247,17.926,-0.0162,0.0739,True,True,True,True
0.7,4,7.2,1.1196,-0.526,0.06253,17.906,-0.21494,0.8126,True,True,True,True
0.7,10,4.0,0.9241,-0.9467,0.05161,17.905,-0.18074,40.0218,True,True,True,True
0.65,6,6.0,1.0657,-0.706,0.05954,17.9,-0.00177,0.0953,True,True,True,True
0.65,6,6.1,1.0657,-0.706,0.05954,17.9,-0.01077,1.3361,True,True,True,True
0.7,10,3.9,0.9238,-0.9097,0.05161,17.899,-0.20164,11.9472,True,True,True,True
0.65,10,3.8,0.93,-0.9677,0.05197,17.896,-0.01169,0.0433,True,True,True,True
0.65,10,1.6,0.6736,-0.8523,0.03767,17.878,-0.02237,0.2605,True,True,True,True
0.65,6,5.9,1.062,-0.7057,0.05943,17.87,-0.09093,4.495,True,True,True,True
0.0,8,4.7,0.9438,-0.8171,0.05283,17.864,-0.01682,0.0871,True,True,True,True
0.65,10,-0.5,0.4558,-0.7354,0.02552,17.864,-0.18435,46.6303,True,True,True,True
0.65,6,5.8,1.0617,-0.6878,0.05943,17.864,-0.11431,0.5136,True,True,True,True
0.7,2,7.7,1.1574,-0.382,0.06486,17.846,-0.10655,0.4338,True,True,True,True
0.75,2,7.3,1.1549,-0.3589,0.06473,17.842,-0.18897,0.6885,True,True,True,True
0.7,0,7.7,1.1513,-0.1905,0.06461,17.82,-0.10192,0.5354,True,True,True,True
0.75,0,7.3,1.1481,-0.1558,0.06443,17.82,-0.12146,0.4476,True,True,True,True
0.7,2,7.6,1.148,-0.3821,0.06445,17.814,-0.02261,0.4822,True,True,True,True
0.7,2,7.3,1.1487,-0.3773,0.06448,17.814,-0.21175,0.7782,True,True,True,True
0.75,2,7.7,1.1574,-0.3636,0.06498,17.813,-0.10421,0.5085,True,True,True,True
0.65,10,-0.4,0.4555,-0.7316,0.02558,17.812,-0.01354,0.1897,True,True,True,True
0.0,10,-0.3,0.4639,-0.7308,0.02605,17.812,-0.13349,0.4852,True,True,True,True
0.0,6,6.2,1.0393,-0.7114,0.05836,17.81,-0.02872,0.1295,True,True,True,True
0.65,4,6.9,1.1236,-0.5428,0.06311,17.802,-0.01364,0.5254,True,True,True,True
0.65,4,6.8,1.1233,-0.5407,0.0631,17.801,-0.01199,0.0548,True,True,True,True
0.65,8,5.0,0.9901,-0.8532,0.05562,17.8,-0.1942,13.7755,True,True,True,True
0.65,4,7.2,1.1285,-0.5435,0.06341,17.795,-0.25092,0.9599,True,True,True,True
0.75,2,7.6,1.1552,-0.3636,0.06493,17.792,-0.02351,2.1073,True,True,True,True
0.0,10,2.3,0.7571,-0.883,0.04256,17.789,-0.01802,0.1692,True,True,True,True
0.0,10,2.4,0.7571,-0.883,0.04256,17.789,-0.18753,21.5413,True,True,True,True
0.65,4,7.0,1.1285,-0.5435,0.06345,17.786,-0.00335,0.1367,True,True,True,True
0.75,0,7.7,1.1503,-0.1814,0.06468,17.784,-0.09867,0.6336,True,True,True,True
0.75,2,7.5,1.1552,-0.3589,0.06496,17.784,-0.02351,15.0812,True,True,True,True
0.7,0,7.6,1.1419,-0.1905,0.06421,17.784,-0.12789,2.7274,True,True,True,True
0.0,6,5.9,1.0351,-0.709,0.0582,17.784,-0.07646,6.6656,True,True,True,True
0.7,0,7.3,1.1425,-0.1648,0.06425,17.782,-0.11804,0.4385,True,True,True,True
0.0,6,5.8,1.0348,-0.6937,0.0582,17.78,-0.1002,0.5044,True,True,True,True
0.0,6,6.1,1.0371,-0.709,0.05833,17.78,-0.01238,1.1333,True,True,True,True
0.0,10,2.9,0.8038,-0.9272,0.04521,17.778,-0.05515,2.7915,True,True,True,True
0.0,10,2.8,0.8038,-0.9275,0.04521,17.778,-0.02282,0.1207,True,True,True,True
0.65,8,4.9,0.987,-0.814,0.05556,17.764,-0.18465,10.7216,True,True,True,True
0.75,0,7.6,1.1481,-0.1814,0.06464,17.762,-0.12789,11.4622,True,True,True,True
0.75,6,6.5,1.0991,-0.6354,0.0619,17.756,-0.27464,53.5016,True,True,True,True
0.75,6,6.3,1.099,-0.6305,0.0619,17.753,-0.06146,0.2865,True,True,True,True
0.75,6,6.4,1.099,-0.633,0.0619,17.753,-0.02463,35.7371,True,True,True,True
0.75,8,5.7,1.0382,-0.7719,0.05848,17.753,-0.00733,0.0422,True,True,True,True
0.75,6,6.6,1.1,-0.6879,0.06197,17.752,-0.2625,59.0647,True,True,True,True
0.65,2,7.3,1.1587,-0.394,0.06529,17.746,-0.24932,0.9208,True,True,True,True
0.65,2,7.7,1.1579,-0.3989,0.06529,17.736,-0.08596,0.4444,True,True,True,True
0.0,10,3.8,0.9288,-0.9676,0.05239,17.728,-0.02824,0.0925,True,True,True,True
0.65,0,7.3,1.1505,-0.1719,0.0649,17.727,-0.14031,0.5238,True,True,True,True
0.0,10,-0.4,0.4502,-0.7244,0.0254,17.725,-0.01286,0.1909,True,True,True,True
0.65,10,3.3,0.8729,-0.9525,0.04924,17.725,-0.018,0.0738,True,True,True,True
0.65,0,7.7,1.1498,-0.1984,0.06489,17.719,-0.08221,0.6111,True,True,True,True
0.75,8,5.3,1.0328,-0.7307,0.05831,17.712,-0.26298,1.0936,True,True,True,True
0.65,10,3.0,0.8262,-0.9433,0.04667,17.703,-0.08225,4.0264,True,True,True,True
0.75,8,-0.8,0.3481,-0.3899,0.01968,17.694,-0.0521,0.1842,True,True,True,True
0.7,10,2.6,0.764,-0.8534,0.0432,17.686,-0.02116,0.5779,True,True,True,True
0.0,0,8.1,1.165,-0.207,0.06591,17.676,-0.00289,13.7497,True,True,True,True
0.0,0,8.2,1.165,-0.207,0.06591,17.676,-0.16049,0.6684,True,True,True,True
0.0,0,7.8,1.165,-0.2064,0.06592,17.673,-0.08655,0.6953,True,True,True,True
0.65,8,5.2,0.9977,-0.8477,0.05654,17.647,-0.02238,0.075,True,True,True,True
0.0,10,1.6,0.6724,-0.8396,0.03813,17.637,-0.03113,0.3375,True,True,True,True
0.75,10,4.7,0.9682,-0.8955,0.0549,17.634,-0.05944,0.2746,True,True,True,True
0.7,8,-0.8,0.3556,-0.4454,0.02017,17.634,-0.08723,0.2951,True,True,True,True
0.75,10,-1.0,0.3704,-0.5353,0.02104,17.607,-0.20645,5.8068,True,True,True,True
0.75,10,-1.1,0.3694,-0.5313,0.02103,17.567,-0.02219,4.512,True,True,True,True
0.75,10,-1.2,0.3694,-0.5309,0.02103,17.567,-0.07355,0.3035,True,True,True,True
0.0,8,4.9,0.979,-0.8141,0.05578,17.552,-0.19366,101.4364,True,True,True,True
0.0,2,7.8,1.1855,-0.4072,0.06761,17.535,-0.08754,0.5275,True,True,True,True
0.0,8,5.0,0.979,-0.8551,0.05583,17.534,-0.20503,107.3389,True,True,True,True
0.75,10,4.6,0.9612,-0.8855,0.05482,17.533,-0.01673,0.2662,True,True,True,True
0.0,2,8.2,1.1856,-0.4078,0.06764,17.529,-0.17359,0.7837,True,True,True,True
0.75,10,-0.9,0.3765,-0.5726,0.02148,17.529,-0.13739,9.2451,True,True,True,True
0.7,6,6.6,1.1076,-0.7457,0.06319,17.529,-0.30579,28.0712,True,True,True,True
0.65,10,3.4,0.8741,-0.9546,0.04987,17.528,-0.07445,3.931,True,True,True,True
0.0,2,8.1,1.1855,-0.4078,0.06764,17.528,-0.00289,13.7497,True,True,True,True
0.0,8,5.2,0.9872,-0.8502,0.05633,17.525,-0.023,0.0908,True,True,True,True
0.75,10,4.4,0.9483,-0.8925,0.05412,17.522,-0.30021,13.865,True,True,True,True
0.7,6,6.5,1.1055,-0.6845,0.06316,17.504,-0.32235,6.8319,True,True,True,True
0.7,8,5.7,1.053,-0.8408,0.06017,17.501,-0.00062,0.0039,True,True,True,True
0.65,8,-0.8,0.3614,-0.4983,0.02066,17.496,-0.09797,0.3286,True,True,True,True
0.7,6,6.3,1.0982,-0.6815,0.06279,17.491,-0.01536,0.0822,True,True,True,True
0.7,6,6.4,1.0982,-0.6812,0.06279,17.491,-0.0152,0.4189,True,True,True,True
0.0,10,2.5,0.7588,-0.9205,0.04339,17.487,-0.18753,11.3529,True,True,True,True
0.75,10,4.8,1.0045,-0.8974,0.05744,17.487,-0.00893,0.0516,True,True,True,True
0.75,8,6.1,1.0879,-0.7905,0.06222,17.484,-0.06013,1.1764,True,True,True,True
0.75,10,4.9,1.0028,-0.8973,0.05737,17.481,-0.03795,5.7755,True,True,True,True
0.7,8,5.3,1.0478,-0.8106,0.06001,17.46,-0.2184,0.9936,True,True,True,True
0.75,8,5.9,1.0803,-0.7892,0.06191,17.45,-0.07789,2.0343,True,True,True,True
0.75,8,6.0,1.0803,-0.7892,0.06191,17.45,-0.00643,0.169,True,True,True,True
0.65,10,3.2,0.8253,-0.951,0.04731,17.446,-0.04085,0.175,True,True,True,True
0.75,10,5.1,1.0059,-0.9059,0.05771,17.431,-0.03647,1.7771,True,True,True,True
0.75,8,6.2,1.0906,-0.8012,0.06258,17.426,-0.07952,0.4328,True,True,True,True
0.75,10,5.0,1.0058,-0.905,0.05773,17.422,-0.04288,2.7316,True,True,True,True
0.7,10,4.4,0.9656,-0.9813,0.05542,17.421,-0.21028,3.7733,True,True,True,True
0.75,10,4.3,0.9513,-0.8321,0.05462,17.416,-0.26678,1.429,True,True,True,True
0.75,6,7.2,1.1542,-0.7197,0.06636,17.393,-0.17549,0.6708,True,True,True,True
0.65,10,3.5,0.8766,-0.9674,0.05042,17.387,-0.0639,2.3594,True,True,True,True
0.0,4,7.7,1.1777,-0.6047,0.06784,17.359,-0.06469,0.3415,True,True,True,True
0.7,10,4.7,0.983,-0.9925,0.05663,17.359,-0.09241,0.4969,True,True,True,True
0.0,4,7.5,1.1778,-0.6046,0.06786,17.357,-0.00075,0.0281,True,True,True,True
0.65,10,2.7,0.7812,-0.92,0.04501,17.354,-0.04305,0.185,True,True,True,True
0.75,8,5.8,1.0727,-0.7736,0.06182,17.352,-0.08644,0.4107,True,True,True,True
0.7,10,-1.0,0.3911,-0.6434,0.02255,17.344,-0.22706,5.9966,True,True,True,True
0.7,10,-1.2,0.3835,-0.598,0.02211,17.343,-0.06521,0.2566,True,True,True,True
0.7,10,-1.1,0.3835,-0.598,0.02211,17.343,-0.22709,5.9896,True,True,True,True
0.0,10,3.3,0.8667,-0.9444,0.05002,17.326,-0.02584,0.0848,True,True,True,True
0.7,0,7.9,1.18,-0.2109,0.06812,17.324,-0.00341,2.6491,True,True,True,True
0.7,0,7.8,1.18,-0.2109,0.06812,17.324,-0.10192,0.7104,True,True,True,True
0.75,0,8.2,1.1782,-0.2011,0.06815,17.287,-0.11362,0.4295,True,True,True,True
0.7,0,8.2,1.1821,-0.2116,0.06838,17.286,-0.11102,0.4029,True,True,True,True
0.7,10,4.6,0.9764,-0.9794,0.0565,17.282,-0.06399,1.3567,True,True,True,True
0.75,0,7.8,1.1792,-0.2011,0.06823,17.282,-0.09867,0.6825,True,True,True,True
0.65,6,6.6,1.1079,-0.7784,0.06411,17.28,-0.32289,29.6412,True,True,True,True
0.65,6,6.4,1.1053,-0.7123,0.06398,17.276,-0.02169,11.1563,True,True,True,True
0.65,6,6.3,1.1053,-0.7095,0.06398,17.276,-0.02051,0.1081,True,True,True,True
0.0,4,7.3,1.1723,-0.6046,0.06786,17.275,-0.28013,0.9911,True,True,True,True
0.75,6,7.1,1.1501,-0.6695,0.06661,17.267,-0.23405,14.3214,True,True,True,True
0.75,8,6.3,1.1247,-0.8064,0.06518,17.257,-0.04411,0.257,True,True,True,True
0.65,6,6.5,1.1057,-0.7138,0.06408,17.255,-0.3306,25.7533,True,True,True,True
0.7,0,8.0,1.1803,-0.2116,0.06842,17.251,-0.00341,5.972,True,True,True,True
0.0,8,5.4,1.031,-0.8983,0.05977,17.25,-0.19295,38.1308,True,True,True,True
0.7,2,7.9,1.1972,-0.4035,0.06945,17.237,-0.00341,1.8529,True,True,True,True
0.7,2,7.8,1.1972,-0.4035,0.06945,17.237,-0.10745,0.5406,True,True,True,True
0.65,8,5.7,1.0624,-0.8893,0.06165,17.232,-0.00808,0.0558,True,True,True,True
0.0,8,5.7,1.0407,-0.8975,0.06044,17.218,-0.00788,0.056,True,True,True,True
0.65,0,7.8,1.1767,-0.2148,0.06836,17.214,-0.08098,0.6073,True,True,True,True
0.65,8,5.4,1.05,-0.8906,0.061,17.213,-0.16547,7.4113,True,True,True,True
0.7,10,5.1,1.0312,-1.0011,0.05992,17.209,-0.01624,0.4644,True,True,True,True
0.7,10,4.3,0.9624,-0.9376,0.05593,17.208,-0.20779,1.1946,True,True,True,True
0.7,2,8.2,1.1993,-0.4041,0.06972,17.203,-0.12699,0.5041,True,True,True,True
0.65,10,3.6,0.8795,-0.9674,0.05113,17.202,-0.00105,0.0728,True,True,True,True
0.75,10,5.2,1.0099,-0.9123,0.05871,17.202,-0.03899,0.1503,True,True,True,True
0.65,10,4.0,0.9338,-1.0083,0.05429,17.2,-0.1875,21.8195,True,True,True,True
0.65,0,8.2,1.1756,-0.2148,0.06835,17.2,-0.12416,0.3954,True,True,True,True
0.65,10,3.7,0.8795,-0.9676,0.05114,17.2,-0.00123,0.0049,True,True,True,True
0.65,10,3.9,0.9336,-0.97,0.05429,17.195,-0.20306,10.5289,True,True,True,True
0.75,2,7.8,1.1962,-0.3845,0.06959,17.19,-0.10421,0.5378,True,True,True,True
0.7,8,5.9,1.0922,-0.8573,0.06356,17.184,-0.08173,1.9381,True,True,True,True
0.0,10,3.4,0.8679,-0.9471,0.05052,17.182,-0.09259,8.9759,True,True,True,True
0.75,2,8.2,1.1951,-0.3843,0.06956,17.181,-0.12571,0.5211,True,True,True,True
0.7,4,7.7,1.1859,-0.5711,0.06904,17.177,-0.09467,0.3724,True,True,True,True
0.7,8,6.1,1.0928,-0.8571,0.06362,17.176,-0.06014,1.9922,True,True,True,True
0.7,2,8.0,1.1975,-0.4041,0.06975,17.17,-0.00341,3.0335,True,True,True,True
0.7,4,7.6,1.1779,-0.5689,0.06863,17.163,-0.01124,0.2815,True,True,True,True
0.75,4,7.7,1.1846,-0.5392,0.06904,17.157,-0.07307,0.3402,True,True,True,True
0.7,10,-0.8,0.3869,-0.6364,0.02255,17.157,-0.02359,0.085,True,True,True,True
0.75,8,6.4,1.1249,-0.8101,0.06557,17.155,-0.03719,3.0359,True,True,True,True
0.65,2,7.8,1.1966,-0.4161,0.06979,17.145,-0.08596,0.4444,True,True,True,True
0.7,6,7.2,1.1531,-0.7851,0.06731,17.131,-0.15536,0.7322,True,True,True,True
0.7,10,4.9,1.0136,-0.992,0.05919,17.124,-0.01449,0.244,True,True,True,True
0.65,2,8.2,1.1954,-0.4163,0.06982,17.121,-0.14845,0.5157,True,True,True,True
0.75,4,7.3,1.1771,-0.5395,0.06877,17.117,-0.22,0.8329,True,True,True,True
0.0,8,5.3,1.03,-0.8597,0.0602,17.11,-0.24031,1.0968,True,True,True,True
0.0,6,6.6,1.0838,-0.7832,0.06337,17.103,-0.3226,29.6149,True,True,True,True
0.7,10,5.0,1.0255,-1.0007,0.05999,17.094,-0.04544,0.5151,True,True,True,True
0.7,8,5.8,1.0843,-0.841,0.06344,17.092,-0.08261,0.4217,True,True,True,True
0.0,10,4.0,0.9324,-1.0103,0.05457,17.088,-0.19002,142.3607,True,True,True,True
0.65,8,5.3,1.0495,-0.8573,0.06143,17.085,-0.21433,0.8191,True,True,True,True
0.7,4,7.3,1.1724,-0.569,0.06862,17.084,-0.21494,0.8143,True,True,True,True
0.0,10,3.9,0.9322,-0.972,0.05457,17.083,-0.21309,11.6351,True,True,True,True
0.0,6,6.5,1.0816,-0.7187,0.06331,17.083,-0.32864,28.6575,True,True,True,True
0.0,6,6.4,1.0815,-0.7175,0.06331,17.082,-0.02001,34.8332,True,True,True,True
0.0,6,6.3,1.0815,-0.7147,0.06332,17.08,-0.03032,0.1438,True,True,True,True
0.75,8,6.5,1.1271,-0.8138,0.06601,17.074,-0.02469,3.4976,True,True,True,True
0.7,8,6.2,1.0988,-0.8693,0.06436,17.072,-0.06678,0.3889,True,True,True,True
0.0,6,7.2,1.1546,-0.8312,0.06766,17.065,-0.24099,1.1755,True,True,True,True
0.75,8,6.7,1.1237,-0.8238,0.06591,17.049,-0.02042,0.0752,True,True,True,True
0.0,0,8.7,1.213,-0.2391,0.07115,17.048,-0.13025,0.3952,True,True,True,True
0.0,0,8.3,1.213,-0.2391,0.07115,17.048,-0.16049,0.669,True,True,True,True
